player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Trey Hendrickson,11858,ED,CIN,1,0,2.0,0,0,7,74.1,82.7,80.3,65.9,78.4,74.7,0.0,0,0,18,18,11.1,2,2
Eddie Jackson,11867,S,CHI,1,1,7.5,0,0,6,84.3,78.2,77.3,,45.7,32.3,40.0,2,0,32,32,3.1,1,2
Rayshawn Jenkins,11868,S,JAX,1,0,13.0,0,0,15,41.2,35.6,77.3,63.8,42.9,29.4,50.0,1,0,25,25,0.0,0,1
Carl Lawson,11871,ED,NYJ,1,1,-1.0,0,0,22,,57.0,79.4,61.2,52.1,71.2,0.0,0,0,8,9,12.5,1,1
Samson Ebukam,11880,ED,SF,1,0,3.0,0,0,28,,60.3,79.3,60.0,58.7,30.1,0.0,0,0,17,18,5.9,1,1
Deatrich Wise Jr.,11886,ED,NE,1,1,1.0,0,0,19,60.0,90.3,79.0,90.3,67.7,72.0,0.0,0,0,17,17,5.9,1,1
Grover Stewart,11899,DI,IND,1,0,0.2,0,0,14,,70.1,77.4,57.6,71.1,41.6,16.7,1,0,19,19,21.1,4,5
Desmond King II,11906,CB,HST,1,0,8.0,0,0,13,58.4,62.2,78.0,68.4,68.5,66.4,0.0,0,0,23,23,4.3,1,3
Jayon Brown,11910,LB,LV,1,1,3.0,0,0,23,44.6,40.4,74.4,55.4,49.1,78.9,0.0,0,0,22,23,4.5,1,1
Anthony Walker,11916,LB,CLV,1,0,4.0,0,0,8,70.7,73.4,73.9,53.8,68.7,40.5,0.0,0,0,11,11,18.2,2,2
Matt Milano,11918,LB,BUF,1,1,0.0,0,0,4,67.3,71.2,73.4,58.9,72.2,81.9,0.0,0,0,16,16,6.3,1,1
Davon Godchaux,11934,DI,NE,1,0,3.0,0,0,19,,64.4,77.0,59.0,64.2,68.3,0.0,0,0,16,17,6.3,1,2
Chuck Clark,11941,S,BLT,1,2,0.0,0,0,3,80.1,80.5,76.4,54.5,63.8,44.0,25.0,1,0,17,18,5.9,1,1
Xavier Woods,11946,S,CAR,1,2,9.2,0,0,5,78.8,77.2,0.0,,66.0,59.0,20.0,2,1,36,37,5.6,2,6
Tanner Vallejo,11950,LB,ARZ,1,0,,0,0,1,63.0,29.4,69.8,59.9,29.6,,,0,0,7,7,0.0,0,0
Al-Quadin Muhammad,11951,ED,CHI,1,0,1.0,0,0,6,60.0,34.8,80.7,46.7,35.8,27.6,0.0,0,0,21,21,4.8,1,1
D.J. Jones,11953,DI,DEN,1,1,1.3,0,0,10,,69.3,0.0,60.2,79.3,27.4,20.0,1,1,15,16,20.0,3,3
Ifeadi Odenigbo,11975,ED,IND,1,0,,0,0,14,,46.9,75.7,52.6,52.4,,,0,0,6,6,0.0,0,0
Isaac Rochell,11980,ED,CLV,1,0,,0,0,8,,28.7,73.4,55.3,38.5,,,0,0,3,3,0.0,0,0
Elijah Lee,11987,LB,KC,1,0,,0,0,16,43.9,43.8,69.3,57.8,63.0,22.6,,0,0,3,3,0.0,0,0
Michael Davis,12040,CB,LAC,1,0,,0,0,27,51.7,48.7,77.8,,39.1,37.5,100.0,1,1,13,13,0.0,0,0
Josh Tupou,12093,DI,CIN,1,0,2.0,0,0,7,,69.7,74.3,55.0,71.1,67.6,0.0,0,0,11,11,0.0,0,1
Arthur Maulet,12224,CB,PIT,1,0,0.0,0,0,25,53.3,61.7,77.1,71.8,80.1,53.4,0.0,0,0,14,14,7.1,1,1
Joe Jones,12321,LB,TEN,1,0,,0,0,31,,60.0,60.5,,60.0,,,0,0,0,1,,0,0
Sione Takitaki,12666,LB,CLV,1,0,4.0,0,0,8,62.4,70.9,67.0,60.0,68.2,71.7,0.0,0,0,5,5,20.0,1,1
Jonathan Ledbetter,18645,DI,ARZ,1,0,,0,0,1,59.7,29.1,0.0,53.9,37.4,66.8,,0,1,8,9,0.0,0,0
Dylan Cole,24304,LB,TEN,1,0,,0,0,31,45.9,31.8,90.7,59.8,60.0,21.5,,0,0,2,3,0.0,0,0
Nathan Shepherd,24614,DI,NYJ,1,0,,0,0,22,,55.8,73.7,59.7,54.9,19.5,100.0,1,0,7,7,0.0,0,0
Foyesade Oluokun,24904,LB,JAX,1,1,5.0,0,0,15,51.6,57.3,73.4,55.1,68.5,70.0,12.5,1,1,25,25,8.0,2,6
Deionte Thompson,25444,S,ARZ,1,0,,0,0,1,,61.5,66.3,,60.0,,,0,0,5,5,0.0,0,0
Levi Wallace,25445,CB,PIT,1,0,,0,0,25,69.4,69.6,76.6,,63.0,79.1,,0,0,11,11,0.0,0,0
Bravvion Roy,25644,DI,CAR,1,0,,0,0,5,60.0,59.4,76.2,51.9,64.0,65.9,,0,0,12,12,0.0,0,0
Clelin Ferrell,25955,ED,LV,1,0,3.0,0,0,23,61.0,72.8,75.5,69.3,65.9,69.6,0.0,0,0,4,4,25.0,1,1
Dexter Lawrence,25991,DI,NYG,1,0,2.0,0,0,21,,79.1,78.6,81.5,65.9,26.0,50.0,1,0,20,21,0.0,0,1
Maxx Crosby,26316,ED,LV,1,1,1.4,0,0,23,91.2,92.9,81.7,72.0,88.3,49.7,18.2,2,0,29,30,27.6,8,8
Ben Banogu,26554,ED,IND,1,0,,0,0,14,60.0,62.5,69.2,,60.0,,,0,0,1,1,0.0,0,0
D.J. Reed Jr.,26940,CB,NYJ,1,0,8.0,0,1,22,90.0,90.3,77.7,,77.7,75.4,0.0,0,0,19,21,0.0,0,1
Montez Sweat,27271,ED,WAS,1,0,3.0,0,0,32,60.0,70.8,81.4,65.8,66.0,38.7,0.0,0,0,10,11,20.0,2,2
Devin Bush,27375,LB,PIT,1,3,,0,0,25,40.3,49.2,74.9,56.9,68.7,77.9,0.0,0,0,19,19,0.0,0,0
Michael Dwumfour,27376,DI,HST,1,0,,0,0,13,60.0,47.8,76.6,53.9,48.3,67.4,,0,1,14,14,0.0,0,0
David Long Jr.,27377,CB,LA,1,0,,0,0,26,57.4,58.5,77.0,,62.3,76.9,,0,0,13,13,0.0,0,0
Josh Uche,27379,ED,NE,1,0,,0,0,19,60.0,65.6,74.0,58.2,65.9,69.9,,0,0,3,4,0.0,0,0
Armon Watts,27844,DI,CHI,1,0,1.5,0,0,6,,60.3,74.8,70.5,53.2,69.0,0.0,0,0,12,12,16.7,2,2
Davon Hamilton,28072,DI,JAX,1,1,0.5,0,0,15,,73.6,77.2,71.2,65.4,70.2,0.0,0,0,14,14,14.3,2,2
Dre'Mont Jones,28075,DI,DEN,1,0,0.0,0,0,10,,65.0,77.2,70.9,52.9,67.4,0.0,0,0,17,19,5.9,1,1
Malik Harrison,28081,LB,BLT,1,0,3.5,0,0,3,68.4,66.4,75.3,54.6,62.4,76.9,0.0,0,0,8,9,25.0,2,2
Jerome Baker,28091,LB,MIA,1,0,,0,0,17,54.6,48.2,74.9,55.9,46.2,27.6,,0,0,21,21,0.0,0,0
Neville Gallimore,28094,DI,DAL,1,0,2.0,0,0,9,,58.8,75.3,54.1,61.1,66.8,0.0,0,0,13,13,0.0,0,1
Kevin Givens,28308,DI,SF,1,0,,0,0,28,,30.3,0.0,55.3,47.7,,,0,1,7,7,0.0,0,0
Bilal Nichols,28451,DI,LV,1,0,0.5,0,0,23,57.6,38.5,77.2,59.9,42.5,68.4,0.0,0,0,21,22,9.5,2,2
DeShon Elliott,28854,S,DET,1,0,8.5,0,0,11,67.5,70.7,79.9,59.1,67.7,82.3,0.0,0,0,29,30,0.0,0,2
Jack Jones,29050,CB,NE,1,0,,0,0,19,29.4,29.6,72.6,,60.0,23.1,,0,0,2,2,0.0,0,0
Darius Harris,29188,LB,KC,1,0,1.0,0,0,16,54.5,61.0,72.1,,68.1,73.2,0.0,0,0,3,3,33.3,1,1
David Long,29367,LB,TEN,1,1,2.3,0,0,31,74.3,66.5,76.2,87.7,41.6,36.5,33.3,2,0,29,29,6.9,2,3
Germaine Pratt,29407,LB,CIN,1,1,5.2,0,0,7,70.9,73.0,77.1,70.8,62.2,55.7,22.2,2,0,18,18,22.2,4,6
Chris Board,29456,LB,DET,1,0,,0,0,11,52.8,70.3,76.0,75.9,68.9,26.1,,0,0,8,9,0.0,0,0
Logan Wilson,29623,LB,CIN,1,3,5.5,0,0,7,79.9,86.7,74.9,53.2,81.5,82.5,0.0,0,0,20,20,5.0,1,2
Andrew Van Ginkel,30267,ED,MIA,1,0,,0,0,17,43.5,53.2,72.1,59.1,64.5,22.6,,0,0,4,4,0.0,0,0
T.J. Edwards,30737,LB,PHI,1,0,3.0,0,0,24,63.1,62.9,75.7,58.5,60.4,33.4,33.3,1,1,27,28,7.4,2,2
Khalen Saunders,31534,DI,KC,1,2,,0,0,16,60.0,65.1,74.5,54.1,67.5,69.6,0.0,0,0,7,7,0.0,0,0
Dane Jackson,32989,CB,BUF,1,0,9.5,0,0,4,65.8,67.1,78.5,,68.0,79.0,0.0,0,0,16,16,0.0,0,2
Nasir Adderley,33880,S,LAC,1,0,6.0,0,0,27,72.4,76.4,80.1,,64.5,83.7,0.0,0,0,13,13,0.0,0,1
Mike Hughes,34057,CB,DET,1,1,,0,0,11,60.1,67.4,75.5,73.2,72.9,73.0,0.0,0,0,16,17,0.0,0,0
Darnell Savage,34247,S,GB,1,0,,0,0,12,33.5,29.7,80.4,60.0,50.8,30.1,100.0,1,0,28,28,0.0,0,0
Johnathan Abram,34646,S,LV,1,2,6.3,0,0,23,56.3,58.0,76.6,68.2,58.3,76.4,16.7,1,0,30,31,0.0,0,3
Akeem Davis-Gaither,34788,LB,CIN,1,0,,0,0,7,50.4,49.8,73.1,54.6,60.0,70.5,,0,0,2,2,0.0,0,0
Jamel Dean,34918,CB,TB,1,0,,0,0,30,68.6,68.5,79.3,57.7,64.1,77.8,,0,0,18,19,0.0,0,0
Trevis Gipson,35241,ED,CHI,1,0,3.0,0,0,6,60.5,54.8,78.6,63.5,47.7,71.4,0.0,0,0,12,12,8.3,1,1
Tae Crowder,35774,LB,NYG,1,2,5.3,0,0,21,31.7,29.0,78.3,50.1,41.2,44.1,28.6,2,0,25,26,8.0,2,3
Jonas Griffith,35858,LB,DEN,1,0,,0,0,10,77.2,69.5,73.2,,49.4,50.4,100.0,1,0,12,13,0.0,0,0
Darrell Taylor,36001,ED,SEA,1,0,,0,0,29,26.7,46.7,79.1,66.7,59.6,,,0,0,15,15,0.0,0,0
Austin Bryant,36248,ED,DET,1,0,3.0,0,0,11,56.4,46.1,78.8,50.4,61.8,27.8,0.0,0,0,5,5,20.0,1,1
Shy Tuttle,37279,DI,NO,1,0,4.5,0,0,20,59.5,41.9,77.2,55.2,44.3,70.2,0.0,0,0,23,25,4.3,1,2
Quinton Bell,37468,ED,ATL,1,0,2.0,0,0,2,43.4,49.3,71.9,54.6,65.6,70.5,0.0,0,0,3,3,33.3,1,1
Camryn Bynum,38408,S,MIN,1,0,7.0,0,0,18,69.2,73.4,80.6,,66.0,87.2,0.0,0,0,18,18,0.0,0,1
Bryan Mone,38461,DI,SEA,1,0,5.0,0,0,29,,66.1,72.6,70.0,58.6,68.6,0.0,0,0,5,5,0.0,0,1
Casey Toohill,38472,ED,WAS,1,0,6.0,0,0,32,60.2,46.1,79.4,53.3,44.3,27.7,50.0,1,0,6,7,0.0,0,1
Matthew Adams,38526,LB,CHI,1,1,4.0,0,0,6,61.6,60.3,69.2,,58.7,77.3,0.0,0,0,13,13,7.7,1,2
Marquise Copeland,38540,DI,LA,1,0,,0,0,26,,78.9,72.7,70.7,65.5,,,0,0,4,4,0.0,0,0
Folorunso Fatukasi,38558,DI,JAX,1,0,3.3,0,0,15,,55.0,0.0,74.5,50.6,24.7,25.0,1,1,15,15,13.3,2,3
Tershawn Wharton,40292,DI,KC,1,1,,0,0,16,60.0,53.4,76.6,61.0,48.4,28.4,50.0,1,0,10,10,0.0,0,0
L'Jarius Sneed,40588,CB,KC,1,0,4.5,0,0,16,90.2,90.0,76.5,66.9,68.2,67.6,0.0,0,0,18,18,5.6,1,2
Alohi Gilman,41662,S,LAC,1,0,,0,0,27,55.0,54.0,73.9,,60.0,77.3,,0,0,2,2,0.0,0,0
Trevon Diggs,41817,CB,DAL,1,0,14.0,0,0,9,58.5,54.3,77.0,,46.0,76.9,0.0,0,0,33,33,0.0,0,1
Ed Oliver,42200,DI,BUF,1,0,0.0,0,0,4,60.0,63.5,74.2,72.2,49.7,70.2,0.0,0,0,4,4,25.0,1,1
Divine Deablo,42208,LB,LV,1,2,4.5,0,0,23,28.5,38.2,74.2,59.1,74.9,81.5,0.0,0,0,29,30,3.4,1,2
Isaiah Simmons,42451,CB,ARZ,1,0,19.0,0,0,1,49.7,39.3,75.4,77.6,26.7,51.4,0.0,0,0,18,19,0.0,0,1
K'Von Wallace,42467,S,PHI,1,0,,0,0,24,,61.1,66.9,,60.0,,,0,0,2,2,0.0,0,0
Cameron Dantzler,42472,CB,MIN,1,0,3.0,0,0,18,74.5,69.8,77.3,,44.4,57.3,0.0,0,0,15,15,0.0,0,1
Antoine Winfield Jr.,42475,S,TB,1,0,-1.5,0,0,30,71.0,71.6,77.0,49.4,74.1,84.4,0.0,0,0,18,19,11.1,2,2
Tomon Fox,42486,ED,NYG,1,1,,0,0,21,44.8,56.2,75.6,62.8,62.2,72.4,0.0,0,0,14,15,0.0,0,0
Rashad Weaver,42495,ED,TEN,1,0,0.7,0,0,31,60.0,63.9,82.2,62.5,60.1,74.6,0.0,0,0,16,17,12.5,2,3
Krys Barnes,42548,LB,GB,1,0,,0,0,12,63.9,54.5,71.5,59.0,53.4,,,0,0,4,4,0.0,0,0
Chauncey Golston,42718,DI,DAL,1,1,,0,0,9,,70.9,75.3,53.8,73.3,69.6,0.0,0,0,9,9,0.0,0,0
Nick Bosa,42741,ED,SF,1,0,2.3,0,0,28,60.0,59.2,80.8,59.4,57.0,52.7,0.0,0,0,24,25,16.7,4,4
Osa Odighizuwa,42754,DI,DAL,1,0,-0.5,0,0,9,,75.5,76.3,68.3,70.2,70.3,0.0,0,0,23,23,13.0,3,4
Shaka Toney,42806,ED,WAS,1,0,,0,0,32,,58.6,69.4,59.1,60.0,,,0,0,0,1,,0,0
Terrell Lewis,42845,ED,LA,1,0,1.0,0,0,26,68.9,68.5,75.5,57.4,65.8,29.3,0.0,0,0,5,5,20.0,1,1
Kristian Fulton,42894,CB,TEN,1,0,17.5,0,1,31,46.9,60.2,78.2,,91.0,25.9,0.0,0,0,29,29,3.4,1,2
Rashan Gary,42905,ED,GB,1,1,3.3,0,0,12,,69.9,0.0,69.1,71.1,75.8,0.0,0,1,22,22,13.6,3,4
Jonathon Cooper,43021,ED,DEN,1,0,,0,0,10,57.4,31.4,0.0,56.2,60.0,69.9,,0,1,1,1,0.0,0,0
Charvarius Ward,43034,CB,SF,1,0,3.0,0,0,28,53.9,58.1,77.9,,66.2,73.3,0.0,0,1,33,34,3.0,1,1
Brandon Jones,43049,S,MIA,1,2,5.3,0,0,17,64.7,70.6,73.9,83.4,61.8,66.5,0.0,0,0,21,21,9.5,2,3
Devin White,43089,LB,TB,1,0,7.0,0,0,30,47.4,58.4,74.0,74.4,64.8,84.0,0.0,0,0,18,19,0.0,0,3
Jeremy Chinn,43179,S,CAR,1,0,9.8,0,0,5,55.8,49.2,76.9,58.0,44.2,55.2,14.3,1,0,36,37,5.6,2,6
Mack Wilson,43190,LB,NE,1,0,1.0,0,0,19,28.4,45.1,71.8,,88.1,32.2,0.0,0,0,8,9,25.0,2,2
Richie Grant,43196,S,ATL,1,3,8.0,0,0,2,61.6,64.9,78.3,70.9,62.7,87.3,0.0,0,0,16,18,0.0,0,2
Myles Bryant,43336,CB,NE,1,0,,0,0,19,47.1,48.5,74.6,,61.0,29.3,,0,0,8,8,0.0,0,0
Alex Highsmith,43507,ED,PIT,1,3,2.0,1,0,25,60.0,66.5,22.4,69.5,61.1,62.8,16.7,1,1,26,26,7.7,2,2
Quincy Roche,43734,ED,NYG,1,0,,0,0,21,,58.7,69.2,58.4,60.3,,,0,0,3,3,0.0,0,0
Jeffery Simmons,43742,DI,TEN,1,2,-1.5,0,0,31,,93.0,77.9,92.3,84.4,72.0,0.0,0,0,24,25,8.3,2,2
Derrick Brown,43883,DI,CAR,1,1,4.5,0,0,5,60.0,70.3,78.2,67.7,64.4,70.5,0.0,0,0,19,20,5.3,1,2
Timmy Horne,43918,DI,ATL,1,0,6.0,0,0,2,,62.9,74.7,52.7,67.3,68.6,0.0,0,0,9,9,0.0,0,1
Patrick Jones II,43974,ED,MIN,1,0,,0,0,18,60.0,75.0,74.9,68.4,66.1,,,0,0,4,4,0.0,0,0
Byron Murphy Jr.,44027,CB,ARZ,1,0,4.5,0,0,1,56.9,58.4,77.9,58.7,64.8,77.5,0.0,0,0,25,26,4.0,1,2
Benito Jones,44035,DI,DET,1,0,,0,0,11,,41.5,74.5,54.6,45.8,,,0,0,7,7,0.0,0,0
Adetokunbo Ogundeji,44047,ED,ATL,1,1,9.5,0,0,2,62.9,46.5,0.0,45.2,66.3,43.3,0.0,0,1,11,12,9.1,1,2
Quinnen Williams,44216,DI,NYJ,1,0,,0,0,22,,92.1,76.3,91.9,72.3,,,0,0,12,14,0.0,0,0
Jamir Jones,44287,ED,PIT,1,0,1.0,0,0,25,60.0,77.5,73.8,66.4,70.7,70.5,0.0,0,0,5,5,20.0,1,1
Justin Madubuike,44304,DI,BLT,1,1,1.0,0,0,3,61.2,90.7,77.3,75.6,84.2,72.8,0.0,0,0,9,10,22.2,2,2
Boogie Basham,44320,ED,BUF,1,0,3.0,0,0,4,,85.8,77.2,84.2,60.4,71.7,0.0,0,0,6,6,16.7,1,1
Kyzir White,44485,LB,PHI,1,1,4.0,0,0,24,82.8,70.3,74.7,58.5,48.2,43.2,40.0,2,0,22,22,4.5,1,2
Rashard Lawrence,44515,DI,ARZ,1,1,-1.5,0,1,1,,89.8,76.0,69.3,84.6,70.1,0.0,0,0,15,16,13.3,2,2
Trysten Hill,44519,DI,DAL,1,0,0.0,0,0,9,,81.0,74.7,61.8,78.2,68.7,0.0,0,0,10,10,20.0,2,2
Brian Burns,44522,ED,CAR,1,2,3.0,0,0,5,63.2,53.5,13.3,65.4,49.8,37.6,22.2,2,1,26,27,15.4,4,5
D.J. Wonnum,44550,ED,MIN,1,0,29.0,0,0,18,60.7,54.0,74.0,62.9,46.5,72.8,0.0,0,0,4,4,0.0,0,1
Raekwon Davis,44582,DI,MIA,1,1,,0,0,17,60.0,70.4,75.9,62.6,68.8,69.5,0.0,0,0,14,14,0.0,0,0
Jonah Williams,44597,DI,LA,1,0,,0,0,26,,45.0,71.7,57.4,52.8,,,0,0,4,4,0.0,0,0
Leki Fotu,44614,DI,ARZ,1,0,3.5,0,0,1,58.5,46.0,75.8,50.6,52.7,69.2,0.0,0,0,13,13,7.7,1,2
Luke Masterson,45046,LB,LV,1,0,,0,0,23,,63.6,66.1,,61.0,,,0,0,2,2,0.0,0,0
Jordan Fuller,45326,S,LA,1,0,5.0,0,0,26,60.4,62.3,71.6,,60.0,46.0,0.0,0,0,3,3,33.3,1,1
Brandon Stephens,45644,CB,BLT,1,0,,0,0,3,57.1,58.0,77.5,,61.7,29.5,,0,1,10,11,0.0,0,0
Da'Shawn Hand,48386,DI,TEN,1,0,,0,0,31,,68.3,67.5,62.4,60.0,,,0,0,1,1,0.0,0,0
Kentavius Street,48404,DI,NO,1,0,3.5,0,0,20,,60.3,76.4,53.1,63.4,68.7,0.0,0,0,16,17,6.3,1,2
Anthony Nelson,48405,ED,TB,1,1,,0,0,30,58.6,51.1,0.0,62.7,61.1,71.2,0.0,0,1,6,6,0.0,0,0
Jonathan Greenard,48407,ED,HST,1,1,-0.3,0,0,13,60.0,57.7,82.4,57.9,55.8,29.5,20.0,1,0,20,20,15.0,3,3
Michael Danna,48415,ED,KC,1,0,2.0,0,0,16,60.5,75.6,78.0,82.4,49.4,25.9,33.3,1,0,9,9,11.1,1,2
Demone Harris,48452,ED,HST,1,0,4.5,0,0,13,,54.6,79.3,53.3,57.9,70.5,0.0,0,0,16,16,6.3,1,2
James Smith-Williams,48455,ED,WAS,1,0,1.5,0,0,32,60.0,53.0,80.0,50.9,59.1,71.9,0.0,0,0,8,10,25.0,2,2
Sam Hubbard,48457,ED,CIN,1,2,2.5,1,0,7,63.2,57.1,10.2,53.7,69.3,27.8,20.0,1,1,18,18,11.1,2,2
Tyquan Lewis,48475,ED,IND,1,0,1.0,0,0,14,60.0,56.4,77.5,62.7,48.8,24.3,50.0,1,0,9,9,11.1,1,1
Justin Hollins,48498,ED,LA,1,0,7.0,0,0,26,64.3,31.6,0.0,50.3,37.6,35.4,50.0,1,1,15,15,0.0,0,1
Carl Granderson,48500,ED,NO,1,0,3.0,0,0,20,45.4,45.5,78.0,57.6,52.7,71.2,0.0,0,0,14,15,14.3,2,2
Bradley Chubb,48526,ED,DEN,1,1,1.0,0,0,10,41.6,84.7,0.0,93.7,62.6,53.7,33.3,1,1,16,18,6.3,1,1
Oshane Ximines,48538,ED,NYG,1,2,3.0,0,0,21,66.3,86.0,78.3,80.6,76.6,74.2,0.0,0,0,13,14,7.7,1,2
Dorance Armstrong,48557,ED,DAL,1,0,6.5,0,0,9,79.2,60.2,77.0,60.3,49.1,74.0,0.0,0,0,16,16,6.3,1,2
Malik Reed,48567,ED,PIT,1,0,0.0,0,0,25,60.8,64.1,77.0,58.6,65.8,28.5,50.0,1,0,6,6,16.7,1,1
Roy Lopez,48676,DI,HST,1,2,,0,0,13,60.0,48.5,77.4,52.4,50.5,69.8,0.0,0,0,26,26,0.0,0,0
Harrison Phillips,48690,DI,MIN,1,2,2.0,0,0,18,,77.7,76.8,57.0,81.5,69.3,0.0,0,0,15,15,6.7,1,1
Daron Payne,48698,DI,WAS,1,0,2.5,0,0,32,60.0,76.7,78.5,73.9,63.8,70.9,0.0,0,0,10,12,20.0,2,2
Greg Gaines,48706,DI,LA,1,2,,0,0,26,60.0,50.1,78.5,58.8,52.1,28.2,0.0,0,0,18,18,0.0,0,0
Taven Bryan,48753,DI,CLV,1,0,4.0,0,0,8,,57.6,77.5,57.4,57.8,66.8,0.0,0,1,15,15,6.7,1,1
Michael Dogbe,48850,DI,ARZ,1,1,3.0,0,0,1,60.0,55.1,76.7,58.0,54.3,71.6,0.0,0,0,16,17,6.3,1,2
Poona Ford,48875,DI,SEA,1,0,7.0,0,0,29,,45.5,75.9,62.5,40.3,67.4,0.0,0,0,13,13,0.0,0,1
Daniel Wise,48922,DI,WAS,1,0,,0,0,32,59.7,55.1,76.1,56.0,58.3,66.8,,0,0,11,13,0.0,0,0
Justin Jones,48940,DI,CHI,1,1,2.0,0,0,6,60.0,30.8,0.0,49.3,40.3,69.6,0.0,0,1,19,19,0.0,0,1
Vita Vea,48956,DI,TB,1,0,,0,0,30,59.3,57.7,77.0,65.2,49.6,68.8,,0,0,10,11,0.0,0,0
Tim Settle,48966,DI,BUF,1,0,1.0,0,0,4,,62.9,75.6,59.1,63.4,26.3,50.0,1,0,8,8,12.5,1,1
Kevin Strong Jr.,48981,DI,TEN,1,1,2.5,0,0,31,,77.6,77.3,65.0,73.3,69.8,0.0,0,0,13,14,15.4,2,2
Kendal Vickers,48993,DI,LV,1,0,6.0,0,0,23,,45.9,74.7,62.5,42.9,66.8,0.0,0,0,9,9,0.0,0,1
Nick Scott,49012,S,LA,1,2,6.0,0,1,26,66.8,85.2,75.6,,92.7,83.4,0.0,0,0,19,19,5.3,1,2
Justin Reid,49048,S,KC,1,0,,0,0,16,62.7,61.0,77.8,59.0,54.9,77.1,,0,0,16,16,0.0,0,0
Jalen Thompson,49116,S,ARZ,1,0,16.5,0,0,1,55.5,46.7,0.0,,46.4,84.5,0.0,0,1,25,26,0.0,0,2
Myles Hartsfield,49159,S,CAR,1,0,,0,0,5,85.7,84.5,75.7,,66.1,71.6,,0,0,17,17,0.0,0,0
Jessie Bates III,49162,S,CIN,1,1,,0,0,7,65.8,69.9,78.4,55.4,70.3,80.6,0.0,0,0,19,19,0.0,0,0
Ezekiel Turner,49167,LB,ARZ,1,0,,0,0,1,29.8,29.9,71.5,55.1,61.5,73.3,,0,0,3,4,0.0,0,0
Jordan Whitehead,49196,S,NYJ,1,1,8.0,0,0,22,42.5,46.2,74.8,58.8,66.7,81.4,0.0,0,0,19,21,0.0,0,1
Ronnie Harrison,49206,S,CLV,1,0,9.0,0,0,8,54.9,56.9,73.4,75.7,52.4,28.5,0.0,0,0,5,5,0.0,0,1
Rashad Fenton,49329,CB,KC,1,0,14.3,0,0,16,65.4,64.7,77.6,59.1,59.7,79.1,0.0,0,0,14,14,0.0,0,3
Carlton Davis,49335,CB,TB,1,0,5.0,0,0,30,73.6,75.8,77.5,,76.5,49.8,0.0,0,0,18,19,11.1,2,3
Kindle Vildor,49346,CB,CHI,1,0,16.0,0,0,6,55.5,57.7,77.3,,66.5,57.5,0.0,0,0,19,19,0.0,0,1
Chandon Sullivan,49349,CB,MIN,1,0,11.0,0,0,18,58.9,60.8,75.0,,66.6,80.7,0.0,0,0,12,12,0.0,0,1
Jaire Alexander,49350,CB,GB,1,0,7.5,0,0,12,72.1,68.3,78.3,,52.8,44.7,33.3,1,0,28,28,3.6,1,2
Ugo Amadi,49352,CB,TEN,1,1,4.0,0,0,31,67.3,71.4,75.8,57.2,75.9,79.7,0.0,0,0,25,25,8.0,2,3
Chris Lammons,49368,CB,KC,1,0,,0,0,16,51.6,50.9,70.5,59.7,60.0,71.6,,0,0,1,1,0.0,0,0
Chauncey Gardner-Johnson,49371,S,PHI,1,0,3.0,0,0,24,54.9,45.5,75.5,58.5,37.2,28.5,66.7,2,1,25,26,4.0,1,1
Donte Jackson,49377,CB,CAR,1,0,,0,0,5,61.5,56.1,79.1,,36.3,30.8,100.0,1,0,27,28,0.0,0,0
Donovan Wilson,49408,S,DAL,1,0,9.7,0,0,9,76.1,61.8,73.3,68.3,36.5,82.9,0.0,0,0,28,28,0.0,0,3
Julian Blackmon,49434,S,IND,1,0,,0,0,14,39.3,37.2,76.1,,63.2,77.2,,0,0,27,27,0.0,0,0
Keion Crossen,49454,CB,MIA,1,0,0.0,0,0,17,37.7,34.8,73.5,,47.1,32.8,0.0,0,0,7,7,14.3,1,1
Taron Johnson,49511,CB,BUF,1,0,4.0,0,0,4,59.8,61.1,77.5,,64.4,63.3,0.0,0,1,16,16,6.3,1,2
Juju Hughes,49545,S,DET,1,0,5.0,0,0,11,34.6,36.9,72.1,54.9,66.7,77.0,0.0,0,0,11,11,9.1,1,2
Denzel Ward,49558,CB,CLV,1,0,,0,0,8,64.6,65.3,75.6,,63.6,23.2,,0,0,16,16,0.0,0,0
Rock Ya-Sin,49564,CB,LV,1,1,8.0,0,0,23,59.8,62.7,77.1,,68.3,79.3,0.0,0,0,27,28,0.0,0,1
Matt Dickerson,49601,DI,ATL,1,1,,0,0,2,,34.3,72.9,54.3,40.0,67.3,0.0,0,0,7,7,0.0,0,0
Zach Allen,49605,DI,ARZ,1,0,1.5,1,0,1,46.1,55.2,0.0,70.7,57.4,71.4,0.0,0,2,20,20,10.0,2,2
Markus Bailey,49681,LB,CIN,1,0,-1.0,0,0,7,,71.3,67.7,59.1,60.9,69.9,0.0,0,0,1,1,100.0,1,1
Cole Holcomb,49753,LB,WAS,1,2,7.0,0,0,32,71.0,59.8,75.4,48.8,47.5,52.0,25.0,1,0,17,20,5.9,1,1
Quincy Williams,49779,LB,NYJ,1,1,4.7,0,0,22,63.3,45.4,74.1,46.3,32.5,64.8,0.0,0,0,19,21,5.3,1,3
