player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Kevin Byard,10698,S,TEN,1,30,0,31,1,3.0,100.0,100.0,7.0,7.0,0,0,0.0,47.9,0,1,0.0,0,0,118.8,1,8,26.7,8,0,0,1,1,1,0,0.1,1.0,0,0,7.8,100.0,100.0,5.0,5.0,0,0,0.0,66.9,0,16,0.0,0,0,118.8,4,21,70.0,21,2,4,4,0,52,21,2.6,13.0
Carl Nassib,10699,ED,TB,1,5,0,30,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,4,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,42.9,3.0,3.0,0,0,0.0,61.0,0,5,,0,0,87.5,1,3,60.0,7,0,0,1,0,5,3,1.7,5.0
Yannick Ngakoue,10703,ED,IND,1,3,0,14,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,0,0,,,10.7,,,0,0,,60.9,0,,,0,0,0.0,0,3,100.0,28,0,0,0,0,0,0,0.0,
Kendall Fuller,10718,CB,WAS,1,48,0,32,0,10.0,50.0,100.0,15.0,7.5,0,0,0.0,38.0,0,15,0.0,0,0,75.0,1,18,37.5,18,0,1,2,0,15,2,1.0,15.0,0,0,27.8,25.0,95.7,20.0,5.0,0,0,0.0,36.7,0,49,0.0,0,0,78.1,1,22,45.8,23,0,1,4,0,49,7,2.5,49.0
Nick Vigil,10721,LB,ARZ,1,19,0,1,0,-1.0,100.0,70.0,6.0,6.0,0,0,0.0,38.7,0,3,,0,0,118.8,1,7,36.8,10,0,0,1,1,3,4,0.5,3.0,0,0,8.7,100.0,100.0,2.3,2.3,0,0,0.0,29.2,0,35,50.0,1,0,118.8,3,7,36.8,7,0,1,3,0,67,41,9.6,22.3
Justin Simmons,10732,S,DEN,1,35,0,10,0,2.0,100.0,100.0,6.0,6.0,0,0,0.0,64.4,0,2,0.0,0,0,79.2,1,7,20.0,7,1,1,1,0,2,0,0.3,2.0,0,2,6.0,100.0,100.0,12.0,12.0,0,0,0.0,75.0,0,6,0.0,0,0,91.7,1,13,37.1,13,1,1,1,0,6,0,0.5,6.0
De'Vondre Campbell,10749,LB,GB,1,34,0,12,0,0.0,0.0,100.0,,4.0,0,0,0.0,65.6,0,,0.0,0,0,39.6,0,4,11.8,4,0,1,1,0,0,0,0.0,,0,0,-2.5,50.0,100.0,21.0,10.5,0,0,0.0,68.5,0,7,,0,0,58.3,1,22,64.7,22,0,0,2,0,7,15,0.3,7.0
Deon Bush,10758,S,KC,1,11,0,16,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,9.1,1,0,0,0,0,0,0,0.0,,0,0,,,88.9,,,0,0,,63.9,0,,0.0,0,0,0.0,0,8,72.7,9,0,1,0,0,0,0,0.0,
Anthony Brown,10823,CB,DAL,1,29,0,9,0,15.6,60.0,100.0,3.7,2.2,0,0,0.0,48.8,0,48,0.0,0,0,104.2,3,11,37.9,11,0,3,5,0,75,11,6.8,25.0,0,1,6.0,100.0,100.0,5.3,5.3,0,0,0.0,60.5,0,20,0.0,0,0,112.5,3,16,55.2,16,0,1,3,0,33,15,2.1,11.0
Kamu Grugier-Hill,10842,LB,HST,1,51,0,13,0,7.0,100.0,66.7,2.0,2.0,0,0,0.0,38.7,0,15,0.0,0,0,116.7,2,4,7.8,6,0,3,2,0,24,10,6.0,12.0,0,0,4.8,75.0,93.2,4.3,3.3,0,0,0.0,54.9,0,20,10.0,1,0,91.0,9,41,80.4,44,4,9,12,0,76,56,1.9,8.4
Elandon Roberts,10848,LB,MIA,1,17,0,17,0,,,100.0,,,0,0,,63.1,0,,,0,0,0.0,0,4,23.5,4,0,0,0,0,0,0,0.0,,0,0,2.3,100.0,100.0,3.7,3.7,0,0,0.0,29.5,0,11,50.0,1,0,101.4,3,11,64.7,11,0,1,3,0,25,18,2.3,8.3
Jalen Mills,10867,CB,NE,1,35,0,19,0,12.0,100.0,100.0,10.0,10.0,0,0,0.0,36.8,0,42,100.0,1,0,158.3,1,10,28.6,10,0,0,1,1,42,30,4.2,42.0,0,0,12.7,66.7,100.0,12.0,8.0,0,0,0.0,55.9,0,12,0.0,0,0,85.4,2,24,68.6,24,0,1,3,0,20,4,0.8,10.0
Jayron Kearse,10878,S,DAL,1,19,0,9,0,,,100.0,,,0,0,,65.2,0,,,0,0,0.0,0,6,31.6,6,0,0,0,0,0,0,0.0,,0,0,5.0,100.0,92.3,12.0,12.0,0,0,0.0,39.9,0,7,0.0,0,0,95.8,1,12,63.2,13,0,1,1,0,7,2,0.6,7.0
Mike Hilton,10898,CB,CIN,1,38,0,7,0,9.0,66.7,94.1,7.5,5.0,0,0,0.0,71.4,0,6,0.0,0,0,71.5,2,16,42.1,17,2,2,3,0,10,3,0.7,5.0,0,0,7.5,100.0,94.7,4.3,4.3,0,0,0.0,55.9,0,26,0.0,0,0,107.3,4,18,47.4,19,0,4,4,0,39,9,2.3,9.8
Michael Pierce,11101,DI,BLT,1,2,0,3,0,,,12.5,,,0,0,,60.0,0,,0.0,0,0,0.0,0,1,50.0,8,1,1,0,0,0,0,0.0,,0,0,,,5.6,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,18,0,0,0,0,0,0,0.0,
Cory Littleton,11190,LB,CAR,1,13,0,5,0,,,100.0,,,0,0,,63.8,0,,,0,0,0.0,0,5,38.5,5,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.3,0,,,0,0,0.0,0,5,38.5,5,0,0,0,0,0,0,0.0,
Jonathan Jones,11217,CB,NE,1,29,0,19,0,7.0,75.0,100.0,3.3,2.5,0,1,25.0,56.9,0,23,0.0,0,0,112.5,3,10,34.5,10,0,2,4,0,46,23,4.6,15.3,0,1,10.0,50.0,100.0,18.0,9.0,0,0,0.0,70.1,0,4,0.0,0,0,56.3,1,18,62.1,18,0,1,2,0,4,7,0.2,4.0
Jamal Adams,11761,S,SEA,1,8,0,29,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,66.7,,,0,0,,60.7,0,,,0,0,0.0,0,2,25.0,3,0,0,0,0,0,0,0.0,
Marshon Lattimore,11766,CB,NO,1,39,0,20,0,4.0,100.0,100.0,5.0,5.0,0,0,0.0,67.0,0,6,0.0,0,0,91.7,1,5,12.8,5,0,1,1,0,6,2,1.2,6.0,0,0,20.0,0.0,100.0,,28.0,0,1,100.0,65.2,0,,0.0,0,0,39.6,0,29,74.4,29,0,1,1,0,0,0,0.0,
Haason Reddick,11768,ED,PHI,1,5,0,24,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,5.0,0.0,22.7,,5.0,0,0,0.0,51.2,0,,100.0,1,0,39.6,0,5,100.0,22,0,0,1,0,0,0,0.0,
Malik Hooker,11770,S,DAL,1,22,0,9,0,,,100.0,,,0,0,,61.9,0,,,0,0,0.0,0,9,40.9,9,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,72.2,0,,,0,0,0.0,0,11,50.0,11,0,0,0,0,0,0,0.0,
Marlon Humphrey,11771,CB,BLT,1,62,0,3,0,13.0,0.0,93.8,,6.5,0,0,0.0,58.4,0,,,0,0,39.6,0,15,24.2,16,0,0,2,0,0,0,0.0,,0,0,6.7,83.3,92.3,7.2,6.0,0,0,0.0,68.1,0,17,16.7,1,0,101.4,5,36,58.1,39,2,5,6,0,50,12,1.4,10.0
Jonathan Allen,11772,DI,WAS,1,1,0,32,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,0,0,0,0,0,0,,,0,0,,,5.9,,,0,0,,59.7,0,,,0,0,0.0,0,1,100.0,17,1,0,0,0,0,0,0.0,
Adoree' Jackson,11773,CB,NYG,1,39,0,21,0,14.5,50.0,100.0,13.0,6.5,0,0,0.0,53.5,0,27,0.0,0,0,95.8,1,16,41.0,16,0,1,2,0,27,15,2.1,27.0,0,1,,,100.0,,,0,0,,70.8,0,,0.0,0,0,0.0,0,16,41.0,16,0,1,0,0,0,0,0.0,
Charles Harris,11777,ED,DET,1,7,0,11,1,,,21.1,,,0,0,,60.8,0,,0.0,0,0,0.0,0,4,57.1,19,0,0,0,0,0,0,0.0,,0,0,,,16.7,,,0,0,,60.3,0,,0.0,0,0,0.0,0,2,28.6,12,0,1,0,0,0,0,0.0,
Jabrill Peppers,11780,S,NE,1,10,0,19,0,,,80.0,,,0,0,,62.6,0,,,0,0,0.0,0,4,40.0,5,0,0,0,0,0,0,0.0,,0,0,,,75.0,,,0,0,,63.8,0,,,0,0,0.0,0,6,60.0,8,0,0,0,0,0,0,0.0,
T.J. Watt,11785,ED,PIT,1,2,0,25,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,14,0,0,0,0,0,0,,,0,0,,,8.0,,,0,0,,62.0,1,,,0,0,0.0,0,2,100.0,25,1,0,0,0,0,0,0.0,
Budda Baker,11791,S,ARZ,1,38,0,1,0,9.0,0.0,78.9,,14.0,0,0,0.0,63.2,0,,0.0,0,0,39.6,0,15,39.5,19,0,1,1,0,0,0,0.0,,0,0,6.0,100.0,88.9,16.0,16.0,0,0,0.0,50.0,0,10,0.0,0,0,108.3,1,16,42.1,18,0,2,1,0,10,4,0.6,10.0
Marcus Maye,11794,S,NO,1,39,0,20,0,,,100.0,,,0,0,,62.2,0,,,0,0,0.0,0,5,12.8,5,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,1,0,,80.8,0,,0.0,0,0,0.0,0,29,74.4,29,1,3,0,0,0,0,0.0,
Marcus Williams,11797,S,BLT,1,64,0,3,1,4.0,100.0,93.8,6.5,6.5,0,0,0.0,68.7,0,6,0.0,0,0,83.3,2,15,23.4,16,1,4,2,0,8,0,0.6,4.0,0,0,8.0,100.0,97.4,19.0,19.0,0,0,0.0,60.0,1,15,0.0,0,0,62.5,2,38,59.4,39,0,5,2,0,17,1,0.4,8.5
Sidney Jones,11798,CB,SEA,1,10,0,29,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,80.0,,,0,0,,64.4,0,,,0,0,0.0,0,4,40.0,5,0,0,0,0,0,0,0.0,
Justin Evans,11805,S,NO,1,30,0,20,0,8.0,0.0,100.0,,4.0,0,1,100.0,85.9,0,,,0,1,39.6,0,4,13.3,4,0,0,1,0,0,0,0.0,,0,0,4.0,33.3,95.7,21.0,7.0,0,0,0.0,55.2,0,5,,0,0,42.4,1,22,73.3,23,0,0,3,0,5,7,0.2,5.0
Raekwon McMillan,11809,LB,NE,1,23,0,19,0,3.0,100.0,88.9,8.0,8.0,0,0,0.0,51.7,0,7,0.0,0,0,95.8,1,8,34.8,9,0,1,1,0,7,4,0.9,7.0,0,0,7.0,100.0,93.8,5.0,5.0,0,0,0.0,29.7,0,14,0.0,0,0,111.1,3,15,65.2,16,0,2,3,0,32,11,2.1,10.7
Zach Cunningham,11812,LB,TEN,1,17,0,31,0,,,100.0,,,0,0,,63.7,0,,,0,0,0.0,0,5,29.4,5,0,0,0,0,0,0,0.0,,0,1,-1.0,100.0,85.7,6.0,6.0,0,0,0.0,78.7,0,7,0.0,0,0,87.5,2,12,70.6,14,1,2,2,0,10,12,0.8,5.0
Chidobe Awuzie,11815,CB,CIN,1,42,0,7,0,17.7,33.3,100.0,8.0,2.7,0,1,16.7,78.4,0,7,0.0,0,1,42.4,2,17,40.5,17,0,2,6,0,13,0,0.8,6.5,0,0,8.0,50.0,100.0,10.0,5.0,0,0,0.0,65.1,0,25,33.3,1,0,72.9,2,21,50.0,21,1,2,4,0,28,2,1.4,14.0
Josh Jones,11816,S,SEA,1,40,0,29,0,,,100.0,,,0,0,,51.8,0,,100.0,1,0,0.0,0,1,2.5,1,0,0,0,0,0,0,0.0,,0,0,2.5,100.0,100.0,8.0,8.0,0,0,0.0,49.2,0,14,50.0,1,0,108.3,2,17,42.5,17,0,1,2,0,20,15,1.3,10.0
Ahkello Witherspoon,11821,CB,PIT,1,71,0,25,0,8.0,50.0,100.0,9.5,4.8,0,0,0.0,41.5,0,14,0.0,0,0,104.2,2,23,32.4,23,0,1,4,1,20,6,1.1,10.0,0,0,4.7,100.0,100.0,11.7,11.7,0,0,0.0,84.9,1,20,0.0,0,0,71.5,3,36,50.7,36,1,3,3,0,32,18,0.9,10.7
Duke Riley,11830,LB,MIA,1,15,0,17,0,,,75.0,,,0,0,,61.5,0,,,0,0,0.0,0,3,20.0,4,0,0,0,0,0,0,0.0,,0,1,9.5,75.0,100.0,3.7,2.8,0,1,25.0,65.0,0,11,0.0,0,1,87.5,3,11,73.3,11,0,1,4,0,22,9,2.0,7.3
Alex Anzalone,11831,LB,DET,1,32,0,11,1,,,52.6,,,0,0,,67.8,0,,0.0,0,0,0.0,0,10,31.3,19,0,0,0,0,0,0,0.0,,0,2,5.0,100.0,86.7,6.5,6.5,0,0,0.0,45.2,0,12,0.0,0,0,108.3,2,13,40.6,15,0,1,2,0,20,10,1.5,10.0
Tarell Basham,11835,ED,DAL,1,2,0,9,0,,,33.3,,,0,0,,61.5,0,,,0,0,0.0,0,2,100.0,6,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,
Shaquill Griffin,11845,CB,JAX,1,52,0,15,0,4.0,0.0,100.0,,10.0,0,0,0.0,68.5,0,,,0,0,39.6,0,11,21.2,11,0,0,1,0,0,0,0.0,,0,1,7.7,33.3,100.0,25.0,8.3,0,1,33.3,84.9,0,4,0.0,0,1,42.4,1,28,53.8,28,1,1,3,0,4,0,0.2,4.0
Jourdan Lewis,11846,CB,DAL,1,27,0,9,0,10.3,66.7,100.0,5.5,3.7,0,0,0.0,67.7,0,13,0.0,0,0,85.4,2,11,40.7,11,0,2,3,0,20,8,1.8,10.0,0,1,0.5,100.0,100.0,7.0,7.0,0,0,0.0,58.6,0,24,0.0,0,0,118.8,2,14,51.9,14,0,1,2,0,30,29,2.1,15.0
John Johnson III,11847,S,CLV,1,32,0,8,0,,,66.7,,,0,0,,62.4,0,,,0,0,0.0,0,4,12.5,6,1,0,0,0,0,0,0.0,,0,0,,,95.7,,,0,0,,60.1,0,,25.0,1,0,0.0,0,22,68.8,23,0,3,0,0,0,0,0.0,
Cameron Sutton,11850,CB,PIT,1,71,0,25,0,10.3,50.0,100.0,6.3,3.2,0,3,50.0,50.0,0,18,0.0,0,1,105.6,3,23,32.4,23,0,1,6,1,32,7,1.7,10.7,0,0,12.0,0.0,100.0,,35.0,0,1,100.0,65.8,0,,,0,0,39.6,0,36,50.7,36,0,0,1,0,0,0,0.0,
Rasul Douglas,11854,CB,GB,1,26,0,12,0,,,100.0,,,0,0,,63.9,0,,,0,0,0.0,0,3,11.5,3,0,0,0,0,0,0,0.0,,0,0,0.0,100.0,100.0,5.3,5.3,0,0,0.0,75.3,0,11,0.0,0,0,81.9,3,17,65.4,17,2,3,3,0,11,11,0.7,3.7
Trey Hendrickson,11858,ED,CIN,1,3,0,7,0,,,17.6,,,0,0,,62.3,0,,,0,0,0.0,0,3,100.0,17,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,20,0,1,0,0,0,0,,
Eddie Jackson,11867,S,CHI,1,36,0,6,0,,,100.0,,,0,0,,95.0,1,,,0,0,0.0,0,4,11.1,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,59.9,0,,0.0,0,0,0.0,0,30,83.3,30,0,2,0,0,0,0,0.0,
Rayshawn Jenkins,11868,S,JAX,1,48,0,15,0,,,81.8,,,0,0,,65.4,0,,,0,0,0.0,0,9,18.8,11,0,0,0,0,0,0,0.0,,0,0,12.6,80.0,96.4,6.0,4.8,0,1,20.0,33.9,0,27,50.0,1,0,118.8,4,27,56.3,28,0,1,5,0,64,23,2.7,16.0
Deatrich Wise Jr.,11886,ED,NE,1,1,0,19,0,,,8.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,12,1,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,20,0,0,0,0,0,0,,
Desmond King II,11906,CB,HST,1,45,0,13,0,6.0,100.0,100.0,5.0,5.0,0,0,0.0,51.8,0,8,0.0,0,0,100.0,1,5,11.1,5,0,1,1,0,8,2,1.6,8.0,0,1,5.2,66.7,94.6,8.3,5.5,0,2,33.3,58.9,0,28,33.3,1,2,109.7,4,35,77.8,37,0,1,6,0,83,57,2.5,20.8
Jayon Brown,11910,LB,LV,1,19,0,23,0,6.0,100.0,80.0,3.0,3.0,0,0,0.0,32.0,0,11,,0,0,112.5,1,4,21.1,5,0,0,1,0,11,5,3.7,11.0,0,0,3.5,100.0,92.9,6.5,6.5,0,0,0.0,57.5,0,9,0.0,0,0,97.9,2,13,68.4,14,0,3,2,0,15,8,1.2,7.5
Anthony Walker,11916,LB,CLV,1,22,0,8,0,,,80.0,,,0,0,,63.3,0,,,0,0,0.0,0,4,18.2,5,0,0,0,0,0,0,0.0,,0,0,-5.0,100.0,88.2,13.0,13.0,0,0,0.0,70.4,0,-5,50.0,1,0,79.2,1,15,68.2,17,1,1,1,0,-5,0,-0.4,-5.0
Matt Milano,11918,LB,BUF,1,49,0,4,0,3.0,100.0,100.0,2.0,2.0,0,0,0.0,47.7,0,4,0.0,0,0,83.3,1,3,6.1,3,0,1,1,0,4,1,2.0,4.0,0,2,-3.0,100.0,97.5,39.0,39.0,0,0,0.0,76.1,0,10,0.0,0,0,108.3,1,39,79.6,40,0,2,1,0,10,13,0.3,10.0
Chuck Clark,11941,S,BLT,1,63,0,3,1,,,93.8,,,0,0,,69.6,0,,50.0,1,0,0.0,0,15,23.8,16,0,0,0,0,0,0,0.0,,0,2,2.3,75.0,94.9,12.3,9.3,0,0,0.0,75.2,0,9,20.0,1,0,85.4,3,37,58.7,39,1,2,4,0,20,24,0.5,6.7
Xavier Woods,11946,S,CAR,1,42,0,5,0,,,100.0,,,0,0,,70.8,0,,0.0,0,0,0.0,0,15,35.7,15,0,1,0,0,0,0,0.0,,0,0,,,100.0,,,0,1,,73.1,0,,0.0,0,1,0.0,0,18,42.9,18,1,1,0,0,0,0,0.0,
Tanner Vallejo,11950,LB,ARZ,1,4,0,1,0,,,100.0,,,0,0,,60.4,0,,,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,,0,0,,,66.7,,,0,0,,60.8,0,,,0,0,0.0,0,2,50.0,3,0,0,0,0,0,0,0.0,
Al-Quadin Muhammad,11951,ED,CHI,1,1,0,6,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,5.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,20,0,0,0,0,0,0,0.0,
Elijah Lee,11987,LB,KC,1,4,0,16,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,,0,0,-5.0,100.0,66.7,1.0,1.0,0,0,0.0,42.1,0,22,100.0,1,0,118.8,1,2,50.0,3,0,0,1,0,22,27,22.0,22.0
Michael Davis,12040,CB,LAC,1,45,0,27,0,,,100.0,,,0,0,,41.8,0,,,0,0,0.0,0,7,15.6,7,0,0,0,0,0,0,0.0,,0,0,10.0,100.0,100.0,12.5,12.5,0,0,0.0,51.1,0,22,0.0,0,0,118.8,2,25,55.6,25,0,3,2,0,37,17,1.5,18.5
Arthur Maulet,12224,CB,PIT,1,41,0,25,0,,,94.1,,,0,0,,69.3,0,,,0,0,0.0,0,16,39.0,17,0,0,0,0,0,0,0.0,,0,0,9.3,50.0,81.8,8.5,4.3,0,0,0.0,36.9,0,11,50.0,1,0,65.6,2,18,43.9,22,2,1,4,0,21,17,1.2,10.5
Sione Takitaki,12666,LB,CLV,1,4,0,8,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.4,0,,,0,0,0.0,0,4,100.0,4,0,0,0,0,0,0,0.0,
Jonathan Ledbetter,18645,DI,ARZ,1,1,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,59.9,0,,,0,0,0.0,0,1,100.0,7,0,0,0,0,0,0,0.0,
Foyesade Oluokun,24904,LB,JAX,1,48,0,15,0,-1.3,50.0,90.9,4.5,2.3,0,0,0.0,44.9,0,25,0.0,0,0,67.7,2,10,20.8,11,1,2,4,0,23,25,2.6,11.5,0,0,6.0,50.0,96.4,24.0,12.0,0,0,0.0,46.6,0,6,,0,0,56.3,1,27,56.3,28,0,0,2,0,6,9,0.3,6.0
Levi Wallace,25445,CB,PIT,1,22,0,25,0,7.5,50.0,100.0,4.0,2.0,0,1,50.0,89.4,0,5,0.0,0,0,56.3,1,6,27.3,6,1,1,2,0,5,1,1.3,5.0,0,1,10.5,100.0,100.0,6.0,6.0,0,0,0.0,50.4,0,24,0.0,0,0,118.8,2,12,54.5,12,0,2,2,0,30,9,2.5,15.0
Clelin Ferrell,25955,ED,LV,1,6,0,23,0,,,42.9,,,0,0,,60.2,0,,,0,0,0.0,0,3,50.0,7,0,0,0,0,0,0,0.0,,0,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,5,0,0,0,0,0,0,0.0,
Ben Banogu,26554,ED,IND,1,1,0,14,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
D.J. Reed Jr.,26940,CB,NYJ,1,35,0,22,0,,,100.0,,,0,0,,64.9,0,,,0,0,0.0,0,6,17.1,6,0,0,0,0,0,0,0.0,,0,0,15.8,0.0,100.0,,5.2,0,1,20.0,90.6,1,,0.0,0,1,0.0,0,27,77.1,27,0,1,5,0,0,0,0.0,
Siran Neal,27130,CB,BUF,1,2,0,4,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Devin Bush,27375,LB,PIT,1,30,0,25,0,25.0,0.0,91.7,,10.0,0,0,0.0,77.0,0,,,0,0,39.6,0,11,36.7,12,0,0,1,0,0,0,0.0,,0,0,2.0,100.0,91.7,11.0,11.0,0,0,0.0,30.5,0,18,0.0,0,0,118.8,1,11,36.7,12,0,1,1,0,18,16,1.6,18.0
David Long Jr.,27377,CB,LA,1,28,0,26,0,,,100.0,,,0,0,,64.4,0,,,0,0,0.0,0,4,14.3,4,0,0,0,0,0,0,0.0,,0,0,17.0,100.0,100.0,6.7,6.7,0,0,0.0,52.5,0,47,0.0,0,0,118.8,3,20,71.4,20,0,3,3,0,60,9,3.0,20.0
Malik Harrison,28081,LB,BLT,1,8,0,3,0,,,50.0,,,0,0,,61.7,0,,,0,0,0.0,0,2,25.0,4,0,0,0,0,0,0,0.0,,0,1,1.0,100.0,66.7,6.0,6.0,0,0,0.0,67.7,0,5,0.0,0,0,87.5,1,6,75.0,9,0,1,1,0,5,4,0.8,5.0
Jerome Baker,28091,LB,MIA,1,33,0,17,0,1.0,100.0,88.9,7.0,7.0,0,0,0.0,76.2,0,2,0.0,0,0,79.2,1,8,24.2,9,1,1,1,0,2,1,0.3,2.0,0,1,0.7,100.0,95.7,7.3,7.3,0,0,0.0,43.5,0,8,40.0,2,0,97.2,3,22,66.7,23,1,2,3,0,22,20,1.0,7.3
DeShon Elliott,28854,S,DET,1,41,0,11,0,-2.0,0.0,94.4,,16.0,0,0,0.0,67.4,0,,0.0,0,0,39.6,0,17,41.5,18,0,3,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.9,0,,,0,0,0.0,0,15,36.6,15,0,0,0,0,0,0,0.0,
Jack Jones,29050,CB,NE,1,9,0,19,0,21.0,100.0,100.0,4.0,4.0,0,0,0.0,29.8,0,26,100.0,1,0,118.8,1,4,44.4,4,0,0,1,0,26,5,6.5,26.0,0,0,12.0,0.0,100.0,,5.0,0,0,0.0,46.8,0,,,0,0,39.6,0,5,55.6,5,0,0,1,0,0,0,0.0,
Darius Harris,29188,LB,KC,1,12,0,16,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,1,0,0,0,0,0,0,0.0,,0,0,5.0,0.0,100.0,,8.0,0,0,0.0,66.6,0,,,0,0,39.6,0,9,75.0,9,0,0,1,0,0,0,0.0,
David Long,29367,LB,TEN,1,25,0,31,0,,,66.7,,,0,0,,65.6,0,,0.0,0,0,0.0,0,6,24.0,9,0,1,0,0,0,0,0.0,,0,0,2.0,100.0,85.7,17.0,17.0,0,0,0.0,73.5,0,4,33.3,1,0,83.3,1,18,72.0,21,2,2,1,0,4,2,0.2,4.0
Germaine Pratt,29407,LB,CIN,1,23,0,7,0,,,80.0,,,0,0,,66.8,0,,,0,0,0.0,0,8,34.8,10,0,0,0,0,0,0,0.0,,0,0,,,85.7,,,0,0,,67.1,0,,,0,0,0.0,0,12,52.2,14,0,0,0,0,0,0,0.0,
Chris Board,29456,LB,DET,1,11,0,11,0,,,50.0,,,0,0,,66.1,0,,,0,0,0.0,0,6,54.5,12,0,0,0,0,0,0,0.0,,0,0,,,66.7,,,0,0,,42.8,0,,100.0,1,0,0.0,0,4,36.4,6,0,0,0,0,0,0,0.0,
Logan Wilson,29623,LB,CIN,1,39,0,7,0,,,76.5,,,0,0,,68.0,0,,,0,0,0.0,0,13,33.3,17,0,0,0,0,0,0,0.0,,0,0,6.3,75.0,100.0,6.7,5.0,0,1,25.0,80.4,0,31,0.0,0,1,108.3,3,21,53.8,21,3,4,4,0,42,21,2.1,14.0
Andrew Van Ginkel,30267,ED,MIA,1,2,0,17,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,66.7,,,0,0,,43.5,0,,100.0,1,0,0.0,0,2,100.0,3,0,0,0,0,0,0,0.0,
T.J. Edwards,30737,LB,PHI,1,40,0,24,0,,,90.9,,,0,1,,84.1,0,,,0,1,0.0,0,10,25.0,11,0,0,0,0,0,0,0.0,,0,1,2.0,100.0,100.0,14.5,14.5,0,0,0.0,51.4,0,7,16.7,1,0,85.4,2,30,75.0,30,1,4,2,0,9,5,0.3,4.5
